ArticleId,Text,Category
1554,blair pledges unity to labour mps tony blair has sought to reassure labour backbenchers that nothing will stand in the way of the party s bid for a third term in power.  mr blair was speaking to mps amid fresh rumours of a rift with gordon brown. a new book says the prime minister went back on a pledge to mr brown to stand down before the next general election. the chancellor has said he is focused on winning the poll and is due to join election supremo alan milburn for a labour poster launch this week. mr blair told the parliamentary labour party (plp) on monday:  i know from everyone here  in cabinet and government  nothing is going to get in the way of a unified labour party with a unified position and winning the third term people desperately need.  the prime minister and his chancellor arrived within seconds of each other and seemingly in good spirits at the start of the meeting which lasted around an hour. a new book  brown s britain by sunday telegraph journalist robert peston  says mr blair went back on a pledge to make way for mr brown after cabinet allies intervened in june 2004.  it has caused a new wave of concern among labour mps gearing up to defend their seats in an election  widely expected to be held in may  and several members are understood to have lined up to express their discontent at the plp meeting. health secretary john reid earlier warned that labour members would not easily forgive anybody fuelling damaging speculation. he told bbc news:  those who co-operate or inspire these books  in my view  have to know that  whatever the short-term political or personal advantage that they think they might secure  they always do it by damaging the record  the unity and the re-election chances of the labour party and the government.  mr blair on sunday dismissed claims of broken promises  saying:  i ve dealt with this six months ago. i said then you don t do deals over jobs like this - you don t.   in a separate bbc interview  mr brown said he and the prime minister would not be distracted by  gossip .  it s very important that we all do what we can in a unified way to ensure the election of a labour government   he said.  on monday  mr blair s spokesman said:  the prime minister is determined that he will get on with the business of government because he believes that what people want.  mr brown says he discussed the election campaign with mr blair on saturday and promised to play his part.  mr peston said the pair had  mutual animosity and contempt . mr blair had decided in november 2003 he would quit because he felt he had lost voters  trust because of the iraq war.  he had then changed his mind in june 2004  following intervention from cabinet allies and suspicion that the chancellor was manoeuvring against him. mr brown allegedly said he could no longer believe anything mr blair told him. conservative co-chairman liam fox likened the two men to  self-obsessed schoolboys . liberal democrat parliamentary chairman matthew taylor said their personal ambition was  getting in the way of good government . ex-labour leader neil kinnock said mr blair and mr brown could only deal with the media frenzy by continuing to say they would not allow a row to damage labour or british interests. he told bbc radio five live that mr brown would never encourage any kind of insurrection or coup.,politics
570,shark tale dvd is us best-seller oscar-nominated animation shark tale has raked in $80m (£42.4m) in the first week of its us dvd release becoming the year s best-selling home video so far.  the tally for its dvd and video sales soared past the film s opening week us box office takings of $56m (£29.7m). shark tale is now the sixth-highest earning dvd for first week sales. the all-time first-week record is held by 1995 s lion king followed by shrek 2  finding nemo  the original shrek  and monster s inc.  shark tale  whose voice cast includes will smith  robert de niro  renee zellweger and martin scorsese  sold more than 6 million dvds and videos across the united states and canada. it becomes the highest first-week earner for february  outshining my big fat greek wedding which sold four million units in 2003. films which are expected to earn strong home video returns are usually timed for release in the busiest retail season which falls before christmas. the best-selling home video of last year was the dreamworks hit shrek 2  which took an estimated $458 m (£242.7m) in north america alone.,entertainment
663,russia wto talks  make progress  talks on russia s proposed membership of the world trade organisation (wto) have been  making good progress  say those behind the negotiations.  but the chairman of the working party  ambassador stefan johannesson of iceland  warned that there was  still a lot of work has to be done . his comments came as president george w bush said the us backed russian entry. but he said for russia to make progress the government must  renew a commitment to democracy and the rule of law . his comments come three days before he is due to meet president vladimir putin.  russia has been waiting for a decade to join the wto and hopes to finally become a member by early 2006. a decision could be reached in december  when the wto s 148 current members gather for a summit in hong kong. that would allow an earliest date for membership of january 2006  if the hong kong summit gave its approval. while pinpointing several areas in which there are difficulties in the bilateral and multilateral work with russia  the us said the meeting was  much more efficient than we ve seen for some time . and australia said it was  one of the best (meetings) we can recall in terms of substance . mr johannesson also said progress  on the bilateral market access side is accelerating . sticking points to membership have included limits on foreign ownership in the telecommunications and life insurance businesses  as well as issues surrounding counterfeiting  piracy  and data protection. some wto members also dislike russia s energy price subsidies  which competitors say give russian businesses an unfair advantage.,business
790,parker misses england clash tom shanklin will start in the centre for wales against england in cardiff on saturday after sonny parker failed to recover from a trapped neck nerve.  shanklin was first-choice wing in the autumn tests  but prefers centre and will face england debutant mathew tait. dragons three-quarter hal luscombe takes shanklin s wing berth. up front  mefin davies plays at hooker  open-side martyn williams is fit to start and lock rob sidoli replaces veteran gareth llewellyn. davies wins the vote ahead of robin mcbryde  who sits on the bench having recently returned to action for the scarlets following a neck injury.  sidoli is back for the first time since last season s six nations  the blues second row back to form after a niggling groin problem. williams  sidoli s team-mate at cardiff  is set to win his 50th cap  replacing the injured colin charvis after making a quicker-than-expected recovery from a neck disc problem.  initially when i had the diagnosis it was a case of trying to get fit for the italy game next week  but fortunately my recovery has been a lot quicker than we all hoped   williams told bbc sport wales.  i haven t started a game since 1 january and would have preferred to have a couple of games in the lead-up to this  but the good thing with the injury is that i have kept up my fitness levels.  i feel quite fresh and i just can t wait to play again.  williams says he expects a torrid time from an england loose-forward trio of lewis moody  joe worsley and andy hazell.  they are three top-class players  especially worsley and moody. they have been there and done it   williams added.  they were back-ups behind richard hill  neil back and lawrence dallaglio  but now they have come forward and proved what good players they are - there are no weaknesses there.  luscombe gets the nod on the wing ahead of dragons team-mate kevin morgan  who wins a place on the bench alongside uncapped blues prop john yapp.  g thomas (toulouse (capt); h luscombe (dragons)  t shanklin (blues)  g henson (ospreys)  s williams (ospreys); s jones (clermont auvergne)  d peel (scarlets); g jenkins (blues)  m davies (gloucester)  a jones (ospreys)  b cockbain (ospreys)  r sidoli (blues)  d jones (scarlets)  m williams (blues)  m owen (dragons).  r mcbryde (scarlets)  j yapp (blues)  j thomas (ospreys)  r jones (ospreys)  g cooper (dragons)  c sweeney (dragons)  k morgan (dragons).,sport
1587,apple ipod family expands market apple has expanded its ipod family with the release of its next generation of the digital music players.  its latest challenges to the growing digital music gadget market include an ipod mini model which can hold 6gb compared to a previous 4gb. the company  which hopes to keep its dominant place in the digital music market  also said the gold coloured version of the mini would be dropped. a 30gb version has also been added to the ipod photo family. the latest models have a longer battery life and their prices have been cut by an average of £40. the original ipod took an early lead in the digital music player market thanks to its large storage capacity and simple design.  during 2004 about 25 million portable players were sold  10 million of which were apple ipods. but analysts agree that the success is also down to its integration with the itunes online store  which has given the company a 70% share of the legal download music market. mike mcguire  a research director at analyst gartner  told the bbc news website that apple had done a good job in  sealing off the market from competition  so far.  they have created a very seamless package which i think is the idea of the product - the design  function and the software are very impressive   he said. he added that the threat from others was always present  however.  creative  other microsoft-partnered devices  real  sony and so on  are ratcheting up the marketing message and advertising   he said. creative was very upbeat about how many of its creative zen players it had shipped by the end of last year  he said. its second-generation models  like the creative zen micro photo  is due out in the summer. it will have 5gb of memory on board.  digital music players are now the gadget of choice among young americans  according to recent research by the pew internet and american life project. one in 10 us adults - 22 million people - now owns a digital music player of some sort. sales of legally downloaded songs also rose more than tenfold in 2004  according to the record industry  with 200 million tracks bought online in the us and europe in 12 months. the ifpi industry body said that the popularity of portable music players was behind the growth. analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.  people are also starting to use them in novel ways. some are combining automatic syncing functions many of them have with other net functions to automatically distribute diy radio shows  called podcasts. but 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets. according to mr mcguire  research suggests that people like the idea of building up huge libraries of music  which they can do with high-capacity storage devices  like ipods and creative zens. mobiles do not yet have this capacity though  and there are issues about the ease of portability of mobile music. mr mcguire said apple was ensuring it kept a foot in the mobile music door with its recent deal with motorola to produce a version of itunes for motorola phones.,tech
1375,eu software patent law faces axe the european parliament has thrown out a bill that would have allowed software to be patented.  politicians unanimously rejected the bill and now it must go through another round of consultation if it is to have a chance of becoming law. during consultation the software patents bill could be substantially re-drafted or even scrapped. the bill was backed by some hi-tech firms  saying they needed protections it offered to make research worthwhile.  hugo lueders  european director for public policy at comptia  an umbrella organization for technology companies  said only when intellectual property was adequately protected would european inventors prosper. he said the benefits of the bill had been obscured by special interest groups which muddied debate over the rights and wrongs of software patents. other proponents of the bill said it was a good compromise that avoided the excesses of the american system which allows the patenting of business practices as well as software. but opponents of the bill said that it could stifle innovation  be abused by firms keen to protect existing monopolies and could hamper the growth of the open source movement. the proposed law had a troubled passage through the european parliament. its progress was delayed twice when polish meps rejected plans to adopt it. also earlier this month the influential european legal affairs committee (juri) said the law should be re-drafted after it failed to win the support of meps. to become law both the european parliament and a qualified majority of eu states have to approve of the draft wording of the bill. the latest rejection means that now the bill on computer inventions must go back to the eu for re-consideration.,tech
1774,hyundai to build new india plant south korea s hyundai motor has announced that it plans to build a second plant in india to meet the country s growing demand for cars.  the company didn t give details of its investment but it said the new plant would produce 150 000 cars a year. this will boost the annual production capacity of the company - india s second-largest car manufacturer - to 400 000 units. hyundai expects its sales in india to grow 16% to 250 000 in 2005. by 2010  it expects to nearly double sales to 400 000 cars. the new plant will be built close to the existing one in chennai  in the southern province of tamil nadu.  south korea s top car maker estimates that the indian market will grow 15% this year  to 920 000 vehicles  reaching 1.6 million vehicles by 2010. demand in india has been driven by the poor state of public transport and the very low level of car ownership  analysts said. figures show that currently only eight people per thousand are car owners.  we desperately need to expand our production in order to meet growing demand in the indian auto market  which is growing over 12 percent every year  and to top our competitors   chairman chung mong-koo said in the statement. he said the company plans to use india as a base for exports to europe  latin america and the middle east. the company - which controls half of the south korean s market - aims to become a global top five auto maker by 2010.,business
900,williams stays on despite dispute matt williams insists he has no thoughts of quitting as national coach as a result of the power struggle currently gripping scottish rugby.  the chairman  chief executive and three non-executive directors all departed in a row over the game s future direction. but williams said:  i want to make it clear that i m committed totally to scottish rugby.  i ve brought my family here and we ve immersed ourselves in scottish life. there s no way that i m walking away.  however  he attempted to steer clear of taking sides in the dispute.  i d like to stress that the national team is separate to the political situation   he said.   when you come to an undertaking like this and you are trying to make a difference then there are always people who will begrudge you  who are jealous and want to try to drag you down.  when you have that situation  you have to have the courage of your convictions to see it through.  there was some very unhelpful and uninformed comment that the national team had received a massive increase in budget at the expense of other parts of scottish rugby and that is simply not the case.  like all good coaches  you go and ask for an increase. but we were told in no uncertain terms that the financial situation did not allow that.  the idea that we are lighting cigars with £20 notes while the rest of scottish rugby flounders is absolutely untrue.  we also attracted criticism because of the number of days players spent with the national team.  but let me give you the truth. our irish counterparts  whom we have to compete with in a few days  time  had 70 days together at the summer.  they are currently in camp now and they will have another 21 days in camp before the six nations.  that means they will have 91 days away from their club from july until the six nations. we  on the other hand  will have 16.  there must be a win-win philosophy and attitude within scottish rugby and that is what we are after - both groups winning  not competing.,sport
2047,tory expert denies defeatism the conservatives  campaign director has denied a report claiming he warned michael howard the party could not win the next general election.  the times on monday said australian lynton crosby told the party leader to focus on trying to increase the tories  commons presence by 25 to 30 seats. but mr crosby said in a statement:  i have never had any such conversation... and i do not hold that view.  mr howard later added there was not  one iota  of truth in the report. the strategist helped australia s pm  john howard  win four elections. mr howard appointed mr crosby as his elections chief last october. mr crosby s statement said:  the conservative party has been making an impact on the issues of lower tax and controlled immigration over the past week.  it added:  the labour party will be wanting to do all they can to distract attention away from the issues that really matter to people.,politics
1813,fannie mae  should restate books  us mortgage company fannie mae should restate its earnings  a move that is likely to put a billion-dollar dent in its accounts  watchdogs have said.  the securities & exchange commission accused fannie mae of using techniques that  did not comply in material respects  with accounting standards. fannie mae last month warned that some records were incorrect. the other main us mortgage firm freddie mac restated earnings by $5bn (£2.6bn) last year after a probe of its books. the sec s comments are likely to increase pressure on congress to strengthen supervision of fannie mae and freddie mac.  the two firms are key parts of the us financial system and effectively underwrite the mortgage market  financing nearly half of all american house purchases and dealing actively in bonds and other financial instruments. the investigation of freddie mac in june 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the office of federal housing enterprise oversight (ofheo)  the industry s main regulator. having been pricked into action  the ofheo turned its attention to fannie may and in september this year said that the firm had tweaked its books to spread earnings more smoothly across quarters and play down the amount of risk it had taken on. the sec found similar problems. the watchdog s chief accountant donald nicolaisen said that  fannie mae s methodology of assessing  measuring and documenting hedge ineffectiveness was inadequate and was not supported  by generally accepted accounting principles.,business
658,freeze on anti-spam campaign a campaign by lycos europe to target spam-related websites appears to have been put on hold.  earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites. but the site hosting the screensaver now displays a pink graphic and the words  stay tuned . no one at lycos was available for comment on latest developments in its controversial anti-spam campaign.  lycos europe s  make love not spam  campaign was intended as a way for users to fight back against the mountain of junk mail flooding inboxes. people were encouraged to download the screensaver which  when their pc was idle  would then send lots of data to sites that peddle the goods and services mentioned in spam messages. lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites. but the plan has proved controversial.  monitoring firm netcraft analysed response times for some of the sites targeted by the screensaver and found that a number were completely knocked offline.  the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack. in such attacks thousands of computers bombard sites with data in an attempt to overwhelm them. laws in many countries do not explicitly outlaw such attacks but many nations are re-drafting computer use laws to make them specific offences. lycos europe now appears to have put the plan on hold. the site hosting the screensaver currently shows a holding page  with the words   stay tuned . the numerical internet address of the site has also changed. this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site. the campaign has come under fire from some corners of the web. many discussion groups have said that it set a dangerous precedent and could incite vigilantism.  attacking a spammer s website is like poking a grizzly bear sleeping in your back garden with a pointy stick   said graham cluley  senior technology consultant for sophos.  not only is this screensaver similar in its approach to a potentially illegal distributed denial of service attack  but it also is in danger of turning innocent computer users into vigilantes  who may not be prepared for whatever retaliation the spammers care to dream up.,tech
